Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day charge,Total eve minutes,Total eve charge,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
101.0,0.0,0.0,0.0,183.9,31.26,255.9,21.75,275.0,145.0,10.8,11.0,1
44.0,0.0,1.0,34.0,221.8,37.71,161.7,13.74,227.7,62.0,14.0,7.0,0
98.0,0.0,1.0,21.0,64.6,10.98,176.1,14.97,244.8,84.0,0.0,0.0,2
64.0,0.0,1.0,37.0,154.6,26.28,83.4,7.09,165.9,99.0,13.3,3.0,1
141.0,0.0,0.0,0.0,260.2,44.23,179.2,15.23,135.0,119.0,7.2,8.0,3
81.0,0.0,1.0,33.0,161.6,27.47,123.0,10.46,261.3,101.0,12.2,5.0,1
162.0,0.0,0.0,0.0,220.6,37.5,155.2,13.19,186.7,89.0,10.5,11.0,1
83.0,0.0,1.0,41.0,155.9,26.5,162.3,13.8,127.6,105.0,13.1,5.0,3
100.0,0.0,0.0,0.0,107.0,18.19,105.7,8.98,243.1,74.0,12.8,3.0,4
59.0,0.0,0.0,0.0,182.5,31.03,204.7,17.4,229.9,100.0,11.3,8.0,4
179.0,1.0,1.0,38.0,220.1,37.42,234.3,19.92,237.3,85.0,10.1,4.0,4
79.0,0.0,0.0,0.0,152.2,25.87,177.2,15.06,96.4,87.0,5.3,3.0,1
117.0,0.0,0.0,0.0,181.5,30.86,205.1,17.43,204.0,82.0,14.7,9.0,2
31.0,0.0,0.0,0.0,166.1,28.24,79.3,6.74,213.7,98.0,12.7,2.0,1
122.0,0.0,1.0,23.0,134.2,22.81,227.3,19.32,122.4,96.0,8.5,2.0,2
37.0,1.0,1.0,39.0,149.7,25.45,211.1,17.94,114.3,90.0,9.2,4.0,1
90.0,0.0,1.0,29.0,150.1,25.52,264.7,22.5,178.4,97.0,5.8,4.0,1
159.0,1.0,0.0,0.0,257.1,43.71,312.2,26.54,183.0,82.0,8.8,6.0,1
39.0,0.0,1.0,36.0,141.7,24.09,232.3,19.75,222.1,131.0,12.0,5.0,1
194.0,0.0,0.0,0.0,162.3,27.59,213.7,18.16,192.1,81.0,10.9,2.0,0
154.0,0.0,0.0,0.0,350.8,59.64,216.5,18.4,253.9,100.0,10.1,9.0,1
112.0,0.0,0.0,0.0,193.3,32.86,264.1,22.45,128.6,115.0,9.1,3.0,4
45.0,0.0,0.0,0.0,78.2,13.29,253.4,21.54,255.0,100.0,18.0,3.0,1
132.0,0.0,0.0,0.0,83.4,14.18,232.2,19.74,146.7,114.0,7.6,5.0,1
128.0,0.0,0.0,0.0,195.6,33.25,267.8,22.76,164.9,76.0,16.0,2.0,0
56.0,0.0,0.0,0.0,197.0,33.49,222.8,18.94,225.3,91.0,10.6,6.0,2
151.0,1.0,0.0,0.0,218.0,37.06,114.4,9.72,269.2,95.0,12.4,1.0,0
32.0,0.0,0.0,0.0,164.8,28.02,229.9,19.54,167.3,108.0,14.8,2.0,2
90.0,0.0,0.0,0.0,179.2,30.46,210.7,17.91,276.9,58.0,9.2,6.0,2
138.0,0.0,0.0,0.0,170.5,28.99,118.2,10.05,187.9,111.0,11.2,7.0,2
79.0,0.0,0.0,0.0,205.7,34.97,214.5,18.23,226.1,106.0,6.7,18.0,1
95.0,1.0,0.0,0.0,165.5,28.14,286.2,24.33,198.9,89.0,11.5,2.0,1
127.0,0.0,0.0,0.0,221.0,37.57,160.7,13.66,233.1,96.0,6.8,4.0,2
137.0,0.0,0.0,0.0,242.1,41.16,191.0,16.24,218.6,50.0,14.7,2.0,3
97.0,0.0,0.0,0.0,151.6,25.77,155.4,13.21,240.0,112.0,14.7,4.0,1
149.0,1.0,0.0,0.0,176.2,29.95,145.0,12.33,249.5,92.0,5.7,4.0,0
117.0,1.0,1.0,22.0,196.0,33.32,322.7,27.43,225.6,120.0,3.7,5.0,1
84.0,0.0,0.0,0.0,159.5,27.12,247.1,21.0,187.9,82.0,7.2,4.0,2
137.0,0.0,0.0,0.0,230.2,39.13,220.4,18.73,204.7,111.0,10.7,7.0,4
99.0,0.0,0.0,0.0,146.7,24.94,274.0,23.29,321.3,98.0,8.9,1.0,3
85.0,0.0,0.0,0.0,102.0,17.34,270.2,22.97,148.2,105.0,10.7,3.0,1
150.0,0.0,0.0,0.0,126.0,21.42,238.5,20.27,285.1,100.0,10.2,6.0,3
43.0,0.0,0.0,0.0,168.4,28.63,243.8,20.72,214.7,102.0,11.1,2.0,1
98.0,0.0,0.0,0.0,206.5,35.11,176.2,14.98,232.8,115.0,12.4,5.0,5
112.0,0.0,0.0,0.0,217.1,36.91,205.2,17.44,185.7,91.0,9.4,3.0,2
16.0,0.0,0.0,0.0,229.6,39.03,205.7,17.48,166.2,91.0,10.8,2.0,0
98.0,0.0,1.0,22.0,278.3,47.31,93.4,7.94,107.6,42.0,9.7,5.0,0
84.0,0.0,0.0,0.0,181.5,30.86,130.7,11.11,186.5,118.0,8.5,4.0,1
66.0,0.0,0.0,0.0,167.3,28.44,230.0,19.55,191.7,118.0,10.6,5.0,1
98.0,0.0,1.0,31.0,121.0,20.57,218.9,18.61,226.7,110.0,12.0,1.0,1
74.0,0.0,0.0,0.0,221.1,37.59,110.8,9.42,240.1,112.0,10.6,3.0,0
119.0,0.0,0.0,0.0,222.8,37.88,163.2,13.87,160.6,112.0,11.2,6.0,1
73.0,0.0,0.0,0.0,183.4,31.18,242.0,20.57,201.4,100.0,7.5,3.0,4
92.0,1.0,0.0,0.0,264.3,44.93,160.9,13.68,198.6,73.0,9.3,5.0,0
21.0,0.0,0.0,0.0,146.0,24.82,109.7,9.32,247.4,108.0,6.8,7.0,0
122.0,0.0,0.0,0.0,157.1,26.71,184.9,15.72,197.2,59.0,8.5,5.0,4
133.0,1.0,0.0,0.0,127.3,21.64,251.3,21.36,135.0,88.0,10.3,3.0,1
145.0,0.0,0.0,0.0,187.9,31.94,197.0,16.75,167.0,108.0,4.8,4.0,2
25.0,0.0,0.0,0.0,178.8,30.4,141.2,12.0,203.0,99.0,8.4,5.0,2
126.0,0.0,0.0,0.0,256.5,43.61,199.5,16.96,188.3,122.0,7.0,5.0,3
76.0,0.0,0.0,0.0,169.5,28.82,124.0,10.54,219.4,92.0,10.0,3.0,0
113.0,0.0,0.0,0.0,239.7,40.75,282.9,24.05,238.4,88.0,8.7,3.0,2
224.0,1.0,0.0,0.0,171.5,29.16,160.0,13.6,212.4,102.0,5.0,2.0,1
128.0,0.0,1.0,34.0,142.3,24.19,194.8,16.56,239.3,81.0,16.0,6.0,1
115.0,0.0,0.0,0.0,184.1,31.3,327.0,27.8,212.5,106.0,7.5,6.0,2
141.0,0.0,1.0,28.0,206.9,35.17,264.4,22.47,171.8,124.0,9.3,11.0,2
51.0,0.0,0.0,0.0,259.9,44.18,176.2,14.98,77.2,112.0,15.3,1.0,1
100.0,0.0,0.0,0.0,203.8,34.65,283.1,24.06,197.3,83.0,12.5,3.0,0
96.0,0.0,1.0,45.0,248.8,42.3,140.3,11.93,263.6,102.0,10.3,2.0,3
163.0,0.0,0.0,0.0,122.4,20.81,113.4,9.64,180.2,97.0,12.5,7.0,1
67.0,0.0,1.0,40.0,104.9,17.83,216.3,18.39,217.4,128.0,9.6,9.0,1
49.0,0.0,0.0,0.0,119.4,20.3,273.3,23.23,214.4,153.0,12.4,7.0,2
46.0,0.0,0.0,0.0,250.3,42.55,260.6,22.15,195.0,104.0,13.3,2.0,2
148.0,0.0,0.0,0.0,178.3,30.31,282.6,24.02,181.0,98.0,11.4,4.0,1
112.0,0.0,0.0,0.0,243.4,41.38,182.1,15.48,259.2,94.0,12.8,2.0,1
78.0,0.0,0.0,0.0,155.0,26.35,175.3,14.9,155.6,125.0,11.8,5.0,2
61.0,0.0,1.0,31.0,288.7,49.08,203.8,17.32,203.2,49.0,8.6,3.0,0
58.0,0.0,1.0,29.0,240.4,40.87,118.9,10.11,164.2,108.0,11.2,3.0,1
155.0,0.0,0.0,0.0,190.3,32.35,301.3,25.61,214.6,134.0,8.0,3.0,1
100.0,0.0,0.0,0.0,278.0,47.26,176.7,15.02,219.5,126.0,8.3,4.0,0
113.0,0.0,0.0,0.0,155.0,26.35,330.6,28.1,189.4,123.0,13.5,3.0,1
135.0,0.0,1.0,27.0,273.4,46.48,154.0,13.09,245.8,112.0,12.3,6.0,1
99.0,0.0,0.0,0.0,155.3,26.4,265.7,22.58,145.7,67.0,12.4,4.0,0
59.0,0.0,1.0,29.0,133.1,22.63,221.2,18.8,131.6,103.0,6.8,3.0,1
135.0,0.0,0.0,0.0,246.8,41.96,187.8,15.96,154.5,109.0,12.6,5.0,1
85.0,1.0,0.0,0.0,165.4,28.12,196.0,16.66,349.2,110.0,9.6,7.0,2
88.0,0.0,0.0,0.0,138.3,23.51,236.0,20.06,179.1,110.0,9.6,4.0,3
55.0,0.0,0.0,0.0,286.7,48.74,134.4,11.42,192.9,122.0,6.9,5.0,2
75.0,0.0,0.0,0.0,117.3,19.94,201.1,17.09,107.9,82.0,12.2,3.0,1
86.0,0.0,1.0,23.0,225.5,38.34,246.3,20.94,245.7,81.0,9.8,2.0,0
97.0,0.0,0.0,0.0,256.4,43.59,273.9,23.28,222.7,101.0,11.1,1.0,1
88.0,0.0,0.0,0.0,264.8,45.02,245.4,20.86,160.5,115.0,14.8,2.0,1
54.0,0.0,0.0,0.0,159.8,27.17,264.0,22.44,115.7,70.0,9.7,7.0,2
11.0,0.0,1.0,28.0,190.6,32.4,220.1,18.71,180.3,80.0,6.0,3.0,3
109.0,0.0,0.0,0.0,184.0,31.28,120.4,10.23,153.7,86.0,11.0,3.0,0
90.0,0.0,0.0,0.0,261.8,44.51,220.6,18.75,136.6,91.0,9.6,5.0,1
91.0,0.0,0.0,0.0,133.7,22.73,195.3,16.6,280.5,89.0,5.9,2.0,0
105.0,0.0,1.0,23.0,193.5,32.9,220.2,18.72,272.4,111.0,8.5,5.0,0
71.0,1.0,0.0,0.0,178.2,30.29,167.8,14.26,182.1,111.0,13.6,3.0,3
132.0,0.0,1.0,36.0,226.2,38.45,181.6,15.44,258.8,102.0,10.5,5.0,3
112.0,0.0,0.0,0.0,170.4,28.97,200.2,17.02,258.3,100.0,11.6,4.0,1
41.0,0.0,1.0,34.0,194.4,33.05,254.9,21.67,160.2,115.0,17.2,9.0,2
44.0,0.0,0.0,0.0,240.3,40.85,164.6,13.99,240.7,106.0,10.6,2.0,1
78.0,0.0,0.0,0.0,75.0,12.75,248.7,21.14,176.0,83.0,9.5,6.0,3
149.0,0.0,0.0,0.0,69.1,11.75,136.3,11.59,181.7,53.0,6.3,3.0,1
72.0,0.0,1.0,33.0,96.6,16.42,315.4,26.81,163.3,117.0,6.2,4.0,4
74.0,0.0,0.0,0.0,148.5,25.25,146.5,12.45,289.2,83.0,9.9,6.0,3
50.0,0.0,0.0,0.0,258.1,43.88,161.4,13.72,225.1,110.0,11.7,5.0,1
141.0,0.0,1.0,23.0,149.7,25.45,162.5,13.81,220.3,115.0,7.6,2.0,3
140.0,0.0,0.0,0.0,149.8,25.47,164.4,13.97,294.7,124.0,8.1,2.0,1
99.0,0.0,0.0,0.0,190.4,32.37,158.1,13.44,271.5,92.0,11.2,4.0,2
166.0,0.0,0.0,0.0,181.4,30.84,253.8,21.57,112.3,94.0,11.6,6.0,1
74.0,0.0,0.0,0.0,155.7,26.47,173.7,14.76,257.4,97.0,8.1,4.0,0
117.0,0.0,0.0,0.0,149.9,25.48,256.1,21.77,212.7,92.0,13.3,13.0,2
85.0,0.0,0.0,0.0,222.3,37.79,231.5,19.68,223.5,75.0,11.0,2.0,3
36.0,0.0,1.0,16.0,149.4,25.4,131.8,11.2,132.7,87.0,6.7,2.0,0
76.0,0.0,0.0,0.0,204.2,34.71,292.6,24.87,244.3,105.0,10.5,2.0,0
165.0,0.0,0.0,0.0,242.9,41.29,209.8,17.83,228.4,126.0,0.0,0.0,1
130.0,0.0,0.0,0.0,150.4,25.57,230.5,19.59,186.3,76.0,12.3,4.0,1
92.0,1.0,0.0,0.0,130.7,22.22,260.6,22.15,244.2,98.0,9.4,2.0,2
18.0,0.0,0.0,0.0,273.6,46.51,114.6,9.74,250.6,120.0,8.2,4.0,1
161.0,1.0,0.0,0.0,156.1,26.54,180.3,15.33,179.6,115.0,11.1,9.0,2
93.0,0.0,1.0,36.0,178.7,30.38,178.6,15.18,126.8,82.0,8.0,4.0,2
144.0,0.0,0.0,0.0,177.5,30.18,287.4,24.43,180.5,118.0,11.9,3.0,2
95.0,0.0,0.0,0.0,175.2,29.78,244.4,20.77,75.8,95.0,7.5,2.0,1
124.0,0.0,1.0,28.0,251.4,42.74,225.1,19.13,251.9,121.0,7.5,5.0,1
93.0,1.0,0.0,0.0,216.9,36.87,207.4,17.63,221.7,110.0,17.5,5.0,1
109.0,1.0,1.0,26.0,217.2,36.92,145.5,12.37,280.7,76.0,9.3,3.0,0
80.0,0.0,0.0,0.0,206.3,35.07,154.9,13.17,263.6,82.0,12.4,12.0,0
41.0,0.0,0.0,0.0,159.3,27.08,125.9,10.7,261.9,76.0,11.1,5.0,1
136.0,0.0,1.0,31.0,143.1,24.33,236.6,20.11,227.8,120.0,11.4,5.0,2
143.0,0.0,1.0,24.0,186.6,31.72,222.0,18.87,234.9,138.0,11.6,5.0,1
118.0,0.0,1.0,26.0,170.8,29.04,199.5,16.96,169.7,98.0,9.6,5.0,5
193.0,0.0,1.0,17.0,124.0,21.08,202.9,17.25,205.1,129.0,12.3,3.0,1
73.0,0.0,0.0,0.0,198.3,33.71,279.3,23.74,146.2,87.0,14.8,8.0,3
62.0,0.0,0.0,0.0,172.8,29.38,204.8,17.41,240.8,90.0,9.1,8.0,2
30.0,0.0,1.0,30.0,217.4,36.96,213.8,18.17,227.2,104.0,6.6,3.0,0
60.0,1.0,1.0,29.0,265.9,45.2,215.8,18.34,108.1,82.0,14.0,12.0,0
148.0,0.0,1.0,14.0,93.6,15.91,193.8,16.47,144.9,84.0,17.5,5.0,1
96.0,0.0,0.0,0.0,98.2,16.69,307.2,26.11,182.5,120.0,7.6,1.0,2
87.0,0.0,0.0,0.0,168.2,28.59,224.7,19.1,169.5,99.0,12.9,3.0,1
41.0,0.0,0.0,0.0,202.9,34.49,153.8,13.07,113.5,92.0,9.0,3.0,3
112.0,0.0,0.0,0.0,261.4,44.44,154.5,13.13,130.9,90.0,11.6,2.0,1
88.0,0.0,0.0,0.0,73.3,12.46,161.4,13.72,239.6,76.0,8.2,3.0,4
122.0,0.0,1.0,27.0,253.7,43.13,229.2,19.48,190.5,123.0,9.2,5.0,7
61.0,0.0,0.0,0.0,45.0,7.65,151.3,12.86,152.9,94.0,9.8,6.0,2
176.0,0.0,0.0,0.0,47.4,8.06,167.8,14.26,163.1,107.0,10.5,8.0,2
30.0,0.0,0.0,0.0,227.4,38.66,182.5,15.51,191.7,134.0,12.5,3.0,0
46.0,0.0,0.0,0.0,124.8,21.22,157.3,13.37,199.3,72.0,8.6,4.0,2
100.0,1.0,0.0,0.0,68.5,11.65,337.1,28.65,205.2,99.0,12.1,9.0,0
47.0,0.0,1.0,37.0,163.5,27.8,203.1,17.26,232.0,87.0,7.8,4.0,2
77.0,0.0,0.0,0.0,163.0,27.71,219.1,18.62,233.4,66.0,6.7,3.0,2
98.0,0.0,1.0,38.0,213.7,36.33,253.0,21.51,207.7,73.0,10.7,5.0,2
125.0,0.0,1.0,36.0,201.3,34.22,42.2,3.59,125.7,104.0,5.4,3.0,1
194.0,0.0,0.0,0.0,48.4,8.23,281.1,23.89,218.5,87.0,18.2,1.0,1
128.0,0.0,1.0,40.0,171.2,29.1,145.7,12.38,196.8,93.0,14.0,6.0,1
190.0,0.0,1.0,22.0,166.5,28.31,183.0,15.56,121.0,102.0,8.5,3.0,0
59.0,0.0,0.0,0.0,107.8,18.33,216.6,18.41,217.5,92.0,9.9,3.0,2
47.0,0.0,1.0,28.0,141.3,24.02,168.0,14.28,113.5,84.0,7.8,2.0,1
152.0,1.0,1.0,20.0,237.5,40.38,253.4,21.54,265.2,80.0,14.2,3.0,9
95.0,0.0,1.0,27.0,129.5,22.02,248.9,21.16,268.0,115.0,11.9,3.0,1
31.0,0.0,1.0,31.0,100.1,17.02,246.3,20.94,255.0,131.0,5.9,3.0,0
121.0,0.0,1.0,31.0,237.1,40.31,205.6,17.48,196.7,85.0,10.1,5.0,4
111.0,0.0,0.0,0.0,172.8,29.38,183.1,15.56,158.8,104.0,7.9,3.0,4
44.0,0.0,0.0,0.0,288.1,48.98,258.0,21.93,192.4,90.0,10.2,4.0,3
61.0,1.0,0.0,0.0,78.2,13.29,195.9,16.65,108.0,100.0,10.1,6.0,2
65.0,0.0,0.0,0.0,148.7,25.28,259.0,22.02,149.5,107.0,12.7,6.0,2
74.0,0.0,1.0,25.0,194.6,33.08,119.9,10.19,175.5,75.0,13.1,2.0,2
123.0,0.0,0.0,0.0,159.5,27.12,303.8,25.82,226.9,120.0,12.0,4.0,0
58.0,0.0,1.0,20.0,194.5,33.07,213.7,18.16,236.6,92.0,9.5,2.0,1
74.0,0.0,0.0,0.0,174.1,29.6,251.1,21.34,257.6,123.0,8.3,5.0,2
125.0,0.0,0.0,0.0,131.8,22.41,136.7,11.62,308.2,119.0,7.7,6.0,2
53.0,0.0,1.0,18.0,146.8,24.96,310.0,26.35,178.7,130.0,7.2,7.0,0
99.0,0.0,1.0,28.0,200.7,34.12,264.2,22.46,172.7,102.0,9.1,5.0,1
99.0,0.0,0.0,0.0,145.6,24.75,98.3,8.36,230.8,83.0,10.9,5.0,1
66.0,0.0,1.0,29.0,229.4,39.0,257.4,21.88,231.5,119.0,8.0,1.0,2
97.0,0.0,0.0,0.0,211.0,35.87,189.0,16.07,123.0,102.0,4.7,4.0,3
85.0,1.0,0.0,0.0,216.0,36.72,188.2,16.0,147.1,98.0,3.6,7.0,2
108.0,0.0,0.0,0.0,293.0,49.81,160.6,13.65,143.9,87.0,10.0,6.0,2
133.0,1.0,1.0,32.0,221.1,37.59,264.9,22.52,168.9,108.0,15.4,4.0,2
51.0,0.0,0.0,0.0,181.5,30.86,196.9,16.74,187.2,119.0,10.3,2.0,1
186.0,0.0,1.0,26.0,74.3,12.63,177.3,15.07,296.3,90.0,14.5,3.0,2
44.0,1.0,0.0,0.0,62.3,10.59,275.0,23.38,138.7,108.0,10.8,3.0,1
64.0,0.0,1.0,31.0,228.6,38.86,248.5,21.12,167.1,124.0,9.0,1.0,3
114.0,0.0,1.0,36.0,309.9,52.68,200.3,17.03,183.5,105.0,14.2,2.0,1
92.0,0.0,0.0,0.0,201.9,34.32,226.8,19.28,217.5,80.0,13.7,6.0,3
110.0,0.0,0.0,0.0,149.8,25.47,180.0,15.3,140.0,119.0,11.7,4.0,2
90.0,0.0,1.0,30.0,183.8,31.25,229.7,19.52,144.1,124.0,7.7,3.0,1
72.0,0.0,1.0,21.0,186.7,31.74,335.0,28.48,187.2,119.0,16.5,4.0,1
113.0,0.0,0.0,0.0,209.4,35.6,347.3,29.52,246.0,116.0,7.4,2.0,1
171.0,0.0,1.0,25.0,223.2,37.94,183.2,15.57,150.8,90.0,10.2,3.0,3
104.0,0.0,0.0,0.0,164.2,27.91,155.4,13.21,168.9,117.0,10.7,8.0,1
165.0,0.0,0.0,0.0,150.5,25.59,193.1,16.41,311.6,93.0,10.3,2.0,1
104.0,0.0,0.0,0.0,234.2,39.81,293.1,24.91,183.9,79.0,9.8,6.0,0
110.0,0.0,0.0,0.0,55.3,9.4,164.7,14.0,200.7,108.0,10.2,5.0,1
90.0,1.0,0.0,0.0,221.8,37.71,203.8,17.32,215.8,154.0,8.4,4.0,1
114.0,0.0,0.0,0.0,169.6,28.83,58.9,5.01,179.3,124.0,7.4,8.0,1
109.0,0.0,0.0,0.0,218.9,37.21,299.9,25.49,158.6,110.0,11.3,4.0,2
92.0,0.0,0.0,0.0,176.3,29.97,93.4,7.94,207.2,107.0,9.6,1.0,2
82.0,0.0,1.0,29.0,207.2,35.22,254.1,21.6,169.3,92.0,9.5,5.0,2
90.0,0.0,0.0,0.0,205.7,34.97,161.9,13.76,269.7,104.0,12.5,6.0,2
87.0,0.0,1.0,28.0,151.4,25.74,152.4,12.95,250.1,109.0,0.0,0.0,1
124.0,0.0,0.0,0.0,157.5,26.78,130.7,11.11,193.4,98.0,9.6,4.0,3
84.0,0.0,0.0,0.0,159.0,27.03,167.9,14.27,167.6,101.0,12.3,5.0,1
75.0,0.0,1.0,46.0,214.1,36.4,200.9,17.08,246.8,126.0,9.2,6.0,0
102.0,0.0,0.0,0.0,102.6,17.44,246.0,20.91,170.5,140.0,9.1,4.0,2
62.0,1.0,0.0,0.0,159.7,27.15,197.5,16.79,121.6,105.0,13.9,6.0,0
143.0,0.0,0.0,0.0,202.8,34.48,165.8,14.09,143.9,71.0,4.6,4.0,1
53.0,0.0,0.0,0.0,57.5,9.78,265.5,22.57,244.3,128.0,11.6,6.0,3
112.0,0.0,0.0,0.0,335.5,57.04,212.5,18.06,265.0,132.0,12.7,8.0,2
129.0,0.0,0.0,0.0,139.5,23.72,289.3,24.59,129.4,97.0,13.1,8.0,0
28.0,0.0,0.0,0.0,187.8,31.93,248.6,21.13,208.8,124.0,10.6,5.0,0
90.0,0.0,0.0,0.0,193.7,32.93,154.2,13.11,299.0,60.0,12.7,3.0,1
151.0,0.0,0.0,0.0,156.4,26.59,233.4,19.84,195.7,141.0,7.7,6.0,4
41.0,0.0,1.0,37.0,239.8,40.77,221.9,18.86,189.1,100.0,7.3,1.0,2
48.0,0.0,1.0,43.0,172.0,29.24,200.2,17.02,233.1,96.0,8.0,5.0,1
153.0,0.0,0.0,0.0,195.4,33.22,154.6,13.14,142.8,97.0,11.6,6.0,1
110.0,1.0,0.0,0.0,293.3,49.86,188.5,16.02,266.9,91.0,14.5,4.0,0
163.0,0.0,0.0,0.0,191.3,32.52,193.9,16.48,268.4,121.0,12.8,4.0,1
126.0,0.0,0.0,0.0,122.4,20.81,143.8,12.22,157.0,106.0,11.5,3.0,1
126.0,0.0,0.0,0.0,161.4,27.44,220.6,18.75,249.2,78.0,5.1,2.0,0
97.0,0.0,0.0,0.0,144.2,24.51,226.7,19.27,144.6,72.0,13.8,4.0,3
95.0,1.0,1.0,37.0,220.2,37.43,185.3,15.75,205.1,82.0,4.1,2.0,0
87.0,0.0,0.0,0.0,256.2,43.55,160.7,13.66,249.4,80.0,7.4,2.0,4
97.0,0.0,0.0,0.0,112.7,19.16,217.7,18.5,152.1,76.0,6.5,5.0,1
76.0,0.0,0.0,0.0,299.5,50.92,226.7,19.27,210.7,134.0,13.7,4.0,0
140.0,0.0,0.0,0.0,194.8,33.12,170.9,14.53,225.1,93.0,13.9,4.0,0
169.0,0.0,0.0,0.0,100.8,17.14,230.0,19.55,193.6,95.0,9.5,2.0,0
68.0,0.0,1.0,22.0,82.5,14.03,289.9,24.64,180.0,114.0,4.8,4.0,3
122.0,0.0,1.0,34.0,146.4,24.89,89.7,7.62,220.0,91.0,15.6,4.0,2
36.0,0.0,0.0,0.0,177.9,30.24,224.6,19.09,306.3,102.0,10.8,6.0,2
120.0,0.0,1.0,27.0,153.5,26.1,194.0,16.49,256.5,94.0,10.2,7.0,5
64.0,0.0,1.0,19.0,180.1,30.62,127.5,10.84,237.4,118.0,7.5,3.0,0
13.0,0.0,1.0,31.0,265.3,45.1,147.6,12.55,259.3,117.0,12.9,1.0,1
106.0,0.0,0.0,0.0,128.6,21.86,134.0,11.39,210.6,113.0,11.4,2.0,0
74.0,0.0,0.0,0.0,165.3,28.1,198.5,16.87,208.5,102.0,9.8,3.0,1
83.0,0.0,0.0,0.0,195.0,33.15,210.5,17.89,180.6,92.0,11.0,13.0,0
49.0,0.0,0.0,0.0,213.8,36.35,265.1,22.53,239.8,128.0,15.6,7.0,0
111.0,0.0,1.0,24.0,205.5,34.94,219.3,18.64,215.9,95.0,14.0,4.0,1
50.0,0.0,1.0,22.0,252.9,42.99,177.9,15.12,158.4,146.0,8.5,4.0,3
88.0,0.0,0.0,0.0,192.0,32.64,127.6,10.85,155.6,125.0,7.5,5.0,1
131.0,0.0,1.0,39.0,69.1,11.75,101.3,8.61,104.8,94.0,9.1,4.0,0
79.0,0.0,0.0,0.0,261.7,44.49,210.6,17.9,256.7,83.0,6.0,3.0,3
140.0,0.0,0.0,0.0,235.5,40.04,257.2,21.86,103.1,111.0,11.5,4.0,2
105.0,0.0,0.0,0.0,213.4,36.28,204.9,17.42,179.7,93.0,9.5,6.0,1
87.0,0.0,1.0,22.0,263.8,44.85,103.4,8.79,208.1,109.0,8.5,3.0,3
96.0,0.0,1.0,31.0,183.4,31.18,195.5,16.62,180.1,93.0,10.5,5.0,1
130.0,0.0,0.0,0.0,242.5,41.23,102.8,8.74,142.4,89.0,9.3,2.0,2
34.0,0.0,0.0,0.0,151.0,25.67,131.4,11.17,186.6,86.0,9.9,7.0,0
139.0,0.0,0.0,0.0,138.1,23.48,164.5,13.98,134.9,63.0,8.3,2.0,1
63.0,0.0,0.0,0.0,211.2,35.9,237.7,20.2,259.2,58.0,12.3,2.0,0
152.0,0.0,0.0,0.0,197.1,33.51,130.1,11.06,78.1,100.0,7.4,4.0,3
147.0,0.0,0.0,0.0,205.3,34.9,166.7,14.17,240.6,84.0,7.8,4.0,1
112.0,0.0,1.0,22.0,181.8,30.91,228.1,19.39,262.7,141.0,9.2,4.0,2
120.0,0.0,0.0,0.0,252.0,42.84,150.2,12.77,151.8,96.0,9.6,1.0,2
171.0,0.0,0.0,0.0,231.2,39.3,188.7,16.04,206.9,124.0,12.3,1.0,1
101.0,0.0,1.0,33.0,200.1,34.02,188.9,16.06,205.1,90.0,15.5,4.0,0
151.0,0.0,0.0,0.0,175.3,29.8,144.3,12.27,160.2,88.0,11.8,5.0,0
60.0,0.0,0.0,0.0,125.1,21.27,248.8,21.15,211.3,79.0,11.2,3.0,3
42.0,0.0,0.0,0.0,241.2,41.0,116.5,9.9,152.2,91.0,10.6,4.0,0
84.0,0.0,0.0,0.0,217.1,36.91,236.0,20.06,118.3,120.0,9.4,4.0,1
65.0,0.0,0.0,0.0,195.4,33.22,181.2,15.4,178.5,105.0,8.9,4.0,0
75.0,1.0,0.0,0.0,222.4,37.81,327.0,27.8,208.0,104.0,8.7,9.0,1
189.0,0.0,1.0,38.0,256.7,43.64,150.5,12.79,123.0,87.0,11.4,3.0,3
63.0,0.0,1.0,32.0,30.9,5.25,187.0,15.9,230.8,101.0,8.6,7.0,1
108.0,0.0,0.0,0.0,187.4,31.86,199.9,16.99,216.1,107.0,12.6,8.0,1
71.0,0.0,0.0,0.0,277.5,47.18,131.8,11.2,126.9,101.0,8.2,2.0,1
137.0,0.0,0.0,0.0,147.2,25.02,192.8,16.39,172.7,105.0,10.2,4.0,1
82.0,0.0,0.0,0.0,185.8,31.59,276.5,23.5,192.1,104.0,5.7,7.0,4
96.0,0.0,0.0,0.0,97.6,16.59,105.5,8.97,220.2,105.0,11.6,9.0,1
37.0,0.0,0.0,0.0,206.0,35.02,186.0,15.81,307.1,86.0,8.4,11.0,0
98.0,0.0,0.0,0.0,216.8,36.86,190.8,16.22,187.5,79.0,11.0,9.0,0
121.0,0.0,0.0,0.0,103.3,17.56,129.1,10.97,167.1,113.0,10.7,3.0,0
94.0,0.0,0.0,0.0,139.4,23.7,159.1,13.52,128.2,129.0,7.7,3.0,0
99.0,0.0,0.0,0.0,191.2,32.5,163.9,13.93,243.6,114.0,14.1,3.0,1
163.0,0.0,1.0,23.0,160.0,27.2,189.4,16.1,229.9,118.0,10.4,7.0,1
161.0,0.0,0.0,0.0,221.7,37.69,193.0,16.41,194.1,113.0,6.5,4.0,3
99.0,0.0,0.0,0.0,62.9,10.69,231.0,19.64,168.9,121.0,8.5,5.0,1
